Text,Created At,Favorite Count,Id Str,In Reply To Screen Name,In Reply To Status Id Str,Lang,Retweet Count,Source,Is Retweet
Nobel Prize winner Richard H. Thaler says he's nervous about the stock market https://t.co/hBoUEOwDz3 https://t.co/phkf7K3z3s,10/10/2017 19:09,39,9.18E+17,,,en,29,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Scotland plans to set up a publicly-owned energy company, Sturgeon says https://t.co/i5vqdNtM3G https://t.co/j0EAfChYDs",10/10/2017 19:10,8,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Susan Collins plans to announce Friday whether she’ll run for governor of Maine https://t.co/j3ArgXsWD7 https://t.co/9f1z2hz5iq,10/10/2017 19:10,13,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Gwyneth Paltrow and Angelina Jolie join flood of allegations against Harvey Weinstein https://t.co/OjjJDgGEXJ https://t.co/LVifDpykwU,10/10/2017 19:14,18,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Dutch move closer to new government after longest coalition talks since WWII https://t.co/lSI7XDCTg5 https://t.co/Hjm3rjvhV8,10/10/2017 19:21,17,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Sears Canada says it will seek court approval to liquidate its remaining stores https://t.co/YRqZJyZyFQ https://t.co/8XStqFWgk5,10/10/2017 19:27,17,9.18E+17,,,en,28,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Catalan President steps back from independence https://t.co/GHnLZxGXPD https://t.co/jftBWhlupc,10/10/2017 19:34,62,9.18E+17,,,en,76,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Fed's Jerome Powell has canceled plans to speak at an event in Boston on Friday https://t.co/5DomxzHxWo https://t.co/7LZQdySAcW,10/10/2017 19:38,10,9.18E+17,,,en,5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Working-class families in the U.S. saw their debt burdens increase last year https://t.co/a6r9w9LKgR https://t.co/8vKZCDz00u,10/10/2017 19:41,17,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Carlos Slim will donate $110 million for Mexico's quake relief https://t.co/exUCGOUa9T https://t.co/Cns0ftUyZC,10/10/2017 19:47,115,9.18E+17,,,en,68,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Wal-Mart wants to break into the Ivy League recruiting circuit https://t.co/iLES7Jksec https://t.co/WWu7zH02hO,10/10/2017 19:53,15,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Paul Krugman says Paul Ryan's tax reform plan earlier this year ""was a not stupid idea"" https://t.co/r6uP2t5xl2 https://t.co/vQUf62OaDT",10/10/2017 20:00,30,9.18E+17,,,en,21,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
"Watch our live coverage of the closing bell, right now on #WDYM https://t.co/r6uP2sNWtu",10/10/2017 20:00,3,9.18E+17,,,en,4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
U.S. stocks climbed to record highs as Walmart led a rally in consumer shares https://t.co/ZCsWGaDbAn #WDYM https://t.co/lZGXgSt1lf,10/10/2017 20:05,64,9.18E+17,,,en,34,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
The latest Nobel Prize winner in economics takes a jab at Trump https://t.co/gMr3DbmFEO https://t.co/BkZpW4ubL8,10/10/2017 20:05,42,9.18E+17,,,en,36,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Ever wanted to join OPEC? Now's your chance https://t.co/gPo9zPDP6p https://t.co/YtD8cHexuA,10/10/2017 20:12,21,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"A Trump order on Obamacare could further destabilize fragile markets, experts say https://t.co/RVSYinxdvt https://t.co/P2bSxiVElQ",10/10/2017 20:18,10,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
U.K. retailers want details on May’s no-deal Brexit contingency plan https://t.co/oYKQFxambQ https://t.co/cQhwTuEVmn,10/10/2017 20:19,12,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Thousands evacuate as wildfires burn up homes and businesses in California https://t.co/QeRlwH7FD2 https://t.co/DJ2SMjlmjv,10/10/2017 20:24,27,9.18E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Ryanair pilots win support of Southwest crews in bid to unionize https://t.co/q3npzRF2HI https://t.co/J7gjguxako,10/10/2017 20:28,37,9.18E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A burger chain is blaming Brexit for its stock plunge https://t.co/HxpYNPpLjd https://t.co/Ktz7vj7dOF,10/10/2017 20:30,16,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Starbucks CEO sees decades of growth from its Chinese expansion https://t.co/VGX2fvyy45 https://t.co/rbn10KciaK,10/10/2017 20:31,28,9.18E+17,,,en,18,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Bipartisan House lawmakers seek ban on rapid-fire gun devices https://t.co/7583xfzSCP https://t.co/cdxJla4odi,10/10/2017 20:33,36,9.18E+17,,,en,26,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Trump didn’t take ethics agency’s offer to help resolve potential conflicts, watchdog says https://t.co/UbrtDo9Bhn https://t.co/Qhu9dKISXI",10/10/2017 20:36,17,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"The S&amp;P 500 rose 0.2% to close at 2,550.66, after climbing to a record 2,555.23 https://t.co/uTxfrJ6yba https://t.co/DtRKOIcrZB",10/10/2017 20:39,12,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Amazon needs to show what it's getting for its billions of dollars in video https://t.co/vyjLHT9f6L via @gadfly https://t.co/KI9Bhgreil,10/10/2017 20:42,15,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Krugman says Warsh is wrong a lot but could get Fed job https://t.co/JKYN4qNfNd https://t.co/5qbb9uXMZC,10/10/2017 20:43,14,9.18E+17,,,en,16,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Trump said he plans to make changes to his tax plan within the next few weeks https://t.co/SXSxuC74l7 https://t.co/CXKEmPmQEQ,10/10/2017 20:46,16,9.18E+17,,,en,11,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Nvidia has built a powerful new computer that it says can turn semi-autonomous cars into fully driverless vehicles… https://t.co/aKIP678X3c,10/10/2017 20:48,32,9.18E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Italy’s government to call confidence vote on election legislation https://t.co/NawWvu8Jbu https://t.co/6s5g4oamKs,10/10/2017 20:53,13,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Asked for an iron-clad guarantee European citizens can stay after Brexit, May equivocates https://t.co/gCBHvzhDaO https://t.co/AP1MfTD9l1",10/10/2017 20:54,6,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
British Columbia's opposition to expanding an oil pipeline won't stop it from welcoming LNG exporters… https://t.co/Og0td5YogW,10/10/2017 20:54,3,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Drivers can get Porsches on demand with a $2,000-a-month subscription https://t.co/mEt84D5uco https://t.co/bXLjYRXvU3",10/10/2017 20:55,41,9.18E+17,,,en,25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Who really wins when activist investors attack? https://t.co/gcQEVHN3Oz https://t.co/l94HS4sqb3,10/10/2017 20:57,16,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
BMW self-driving coalition adds major auto-parts supplier Magna https://t.co/YSxzsLKFuh https://t.co/bJoYC8EQJQ,10/10/2017 20:58,16,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Get caught up on all things tech! #BTECH is streaming LIVE right here on @Twitter https://t.co/Z2eKcAuXAJ,10/10/2017 21:00,2,9.18E+17,,,en,4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"What exactly did Kobe Steel falsify? Your questions, answered https://t.co/KmNLNFeCex https://t.co/upLJYPLKLE",10/10/2017 21:03,5,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Walmart will bring Jet's smart-card buying system to its site https://t.co/HWt24CdJlx https://t.co/YOBBmoRyQ0,10/10/2017 21:04,11,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Gulfstream will keep the G550 private jet alive for special missions https://t.co/Dt4GvgEvZ4 https://t.co/HQWURDZOd5,10/10/2017 21:07,22,9.18E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Apple plans to release Spielberg series as part of a bigger push into TV https://t.co/iHoaBqT1tu https://t.co/YpcsotN6y2,10/10/2017 21:11,18,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
UBS CEO Sergio Ermotti says the world’s wealthy remain curious but skeptical about bitcoin https://t.co/peSidazIiS https://t.co/oIdgCIuYWV,10/10/2017 21:15,37,9.18E+17,,,en,38,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Las Vegas shooting victims sue bump stock maker https://t.co/AnLEawgVFy https://t.co/tPCQKfjCAy,10/10/2017 21:19,30,9.18E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"North Korea may have hacked Seoul war plans, lawmaker says https://t.co/zNLiL3tYHs https://t.co/9vpBOiqRmD",10/10/2017 21:24,26,9.18E+17,,,en,41,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Should you worry about faulty metals in your car?,10/10/2017 21:25,12,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Several of the country’s biggest companies are in giving mode. Are their gifts worth getting?https://t.co/NKNDq1Iycx https://t.co/VYalujdmMp,10/10/2017 21:31,9,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Krugman says stocks are not in an obvious bubble but risks exist https://t.co/amjFP4hkLT https://t.co/7meVF3XQo8,10/10/2017 21:31,41,9.18E+17,,,en,32,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Killing Obama's power plan hasn't stopped the renewable boom yet https://t.co/WWnM8QPJfN https://t.co/1UKVdPwwdJ,10/10/2017 21:37,70,9.18E+17,,,en,44,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The cost of investigating Brazil's president is taking a toll https://t.co/kNEK8KDXe7 https://t.co/Sp5GrcrSqS,10/10/2017 21:43,7,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
SPONSORED: You don't have to start your own business to be an entrepreneur https://t.co/g8N9z6jGtf https://t.co/xGnHUQAV3D,10/10/2017 21:50,13,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Paul Krugman says potential Fed chair Warsh is ""wrong about everything"" https://t.co/HhuJhTsLUF https://t.co/otUsck3LHz",10/10/2017 21:52,32,9.18E+17,,,en,28,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
U.S. says White House and State Department support ambassador in Turkey https://t.co/Bc1x6jVcuz https://t.co/pFfIcpQIfj,10/10/2017 21:56,7,9.18E+17,,,en,3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Trump warned intellectual property probe risks China trade war https://t.co/DCtav8PZgD https://t.co/EqsOSbJwZp,10/10/2017 22:01,10,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Warhol's ‘Sixty Last Suppers’ work could sell for $50 million https://t.co/01a03aqF9n https://t.co/2WROvovcRG,10/10/2017 22:08,26,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Trump says he’ll adjust his tax plan in the next few weeks https://t.co/Cc4QpGT6fd https://t.co/POqtO1ZCxV,10/10/2017 22:14,17,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Japan's election has implications for leadership of central bank, too https://t.co/KtalRp5j2u https://t.co/i49T52PWPl",10/10/2017 22:18,13,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Auto dealers warn Trump's Nafta proposal may raise car prices https://t.co/Q4ESVhgZxL https://t.co/kcysPnvBdT,10/10/2017 22:20,17,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Top U.S. farm group joins business lobby in warning against upending Nafta https://t.co/0AHQRF7eGm https://t.co/QCKyGxiTa6,10/10/2017 22:21,26,9.18E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Working-class Americans face growing debt burdens, Moody's says https://t.co/R36uxvpTMb https://t.co/QsvEX7YlMI",10/10/2017 22:26,30,9.18E+17,,,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
SoftBank leads $93 million investment in a Pittsburgh-based AI startup https://t.co/CBD3qw7b41 https://t.co/cyMHMXPm1w,10/10/2017 22:32,33,9.18E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Indiana officials won’t release a number of emails from AOL accounts Pence used as governor https://t.co/D0Kot0U9ok https://t.co/ViwxI05zmg,10/10/2017 22:39,27,9.18E+17,,,en,44,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Harvey Weinstein quits the board of the Robin Hood Foundation, an anti-poverty charity https://t.co/8T0DMqxyFE https://t.co/Yj5B2ApE4r",10/10/2017 22:41,28,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"HelloFresh, your IPO investors are already full https://t.co/iMWz036Cwu via @gadfly https://t.co/AMlk1hkNDN",10/10/2017 22:45,10,9.18E+17,,,en,3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Microsoft's president says ""we haven't found anything yet"" related to Russian interference in the election… https://t.co/IT93gfJRPB",10/10/2017 22:46,24,9.18E+17,,,en,14,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Bernard Arnault is the biggest mover on our Billionaires Index. He gained $1.51 billion https://t.co/v8s9v1niOd https://t.co/DZKF2sq1Qm,10/10/2017 22:47,21,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Cancer drugs are finally about to see some price competition https://t.co/52079HYIAn via @gadfly https://t.co/AwrrZTu73G,10/10/2017 22:51,22,9.18E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Private bankers are looking to break free from Swiss crisis-era rules https://t.co/BewRe9XlhT https://t.co/18d5dhA9t1,10/10/2017 22:57,15,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
#NAME?,10/10/2017 23:00,4,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Honeywell will spin off its car parts and home systems businesses https://t.co/om9qY5P2B8 https://t.co/7HcJtAdAWX,10/10/2017 23:02,10,9.18E+17,,,en,5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
What can America expect from Elizabeth Warren? https://t.co/uTW28h0WK5 https://t.co/DvG59QWaMq,10/10/2017 23:02,37,9.18E+17,,,en,13,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
A dearth of volatility is costing Goldman Sachs in Asia https://t.co/PoVE3x6VpV via @gadfly https://t.co/iuKDZdaooN,10/10/2017 23:09,22,9.18E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
New Zealand's Winston Peters delays government formation announcement https://t.co/UUk5krcWPt https://t.co/M03eehIHhP,10/10/2017 23:15,8,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Sears Canada says it will seek court approval to liquidate its remaining stores https://t.co/ypW5C8lkvq https://t.co/IDn5y8zJvR,10/10/2017 23:21,14,9.18E+17,,,en,31,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Congress is considering access to low-interest Treasury loans for Puerto Rico, House aide says… https://t.co/leeZH4PC05",10/10/2017 23:26,17,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Paul Krugman says potential Fed chair Warsh is ""wrong about everything"" https://t.co/HhuJhTbaw5 https://t.co/AjEcFp1l0m",10/10/2017 23:30,40,9.18E+17,,,en,23,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Singapore's oil-dependent industries are still under pressure https://t.co/QgY5xQnrhn https://t.co/8Ot5nKtZf3,10/10/2017 23:32,10,9.18E+17,,,en,5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Walmart's online surge adds $5 billion to Walton family fortune https://t.co/xcG5OrpwyD https://t.co/a6SwmnsNQz,10/10/2017 23:38,39,9.18E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Here's why you can't afford a house, central bank tells Malaysia https://t.co/HXs2GVrCkO https://t.co/V7e7tilxRh",10/10/2017 23:43,38,9.18E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Working-class families in the U.S. saw their debt burdens increase last year https://t.co/2EontXIeow https://t.co/W7nvSWlJCV,10/10/2017 23:49,17,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Alibaba reached Singapore long before Amazon did https://t.co/aRq5USIqjF https://t.co/jZaqy6HQrb,10/10/2017 23:55,24,9.18E+17,,,tl,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
U.S. Supreme Court dismisses one of two cases over President Donald Trump’s travel ban https://t.co/nFiXmVn7qs https://t.co/ZkoWYB1Yw5,10/10/2017 23:59,36,9.18E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Thousands evacuate as wildfires burn up homes and businesses in California https://t.co/wR6hZpSBpy https://t.co/fThkJLx7Ma,10/11/2017 0:06,21,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Susan Collins plans to announce Friday whether she’ll run for governor of Maine https://t.co/NeQIxslTr4 https://t.co/eSYFOIhoBX,10/11/2017 0:10,41,9.18E+17,,,en,30,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Near-record crowds push Uniqlo Canada sales above expectations https://t.co/fxqeY5UvGW https://t.co/hMD7IgLvcW,10/11/2017 0:12,12,9.18E+17,,,en,2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
What's at risk for energy if Trump pushes Iran deal to collapse https://t.co/71hXTqEk95 https://t.co/14Wisn2U6C,10/11/2017 0:17,3,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"A Trump order on Obamacare could further destabilize fragile markets, experts say https://t.co/BlgYl4jIrk https://t.co/3BzgFbkhGA",10/11/2017 0:18,14,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Irma sends Florida's orange crop to at 76-year low https://t.co/Q7H1RC4Cqd https://t.co/7X6dFTmgg5,10/11/2017 0:19,24,9.18E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"If you're concerned about food waste, have one of these beers https://t.co/jPON1Biv5k https://t.co/FbMci48LDB",10/11/2017 0:23,22,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Nobel economist Thaler says he's nervous about the stock market https://t.co/AyKJJpaXfJ https://t.co/nZP4qQZ1RW,10/11/2017 0:30,54,9.18E+17,,,en,50,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Scientists find $1.8 million worth of gold in Switzerland's wastewater https://t.co/Ywh7PLbRYE https://t.co/fHH1TXuipn,10/11/2017 0:37,1250,9.18E+17,,,en,1025,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Activist investors are getting a warmer welcome in South Korea https://t.co/oKJxEF2Z1q https://t.co/Lu4vDnqYlV,10/11/2017 0:39,17,9.18E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Why bond traders should take a breath when Trump makes his Fed pick https://t.co/gL5WduodkN https://t.co/2Cp8VPCpUl,10/11/2017 0:40,11,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Fresh off his purchase of the Houston Rockets, Tilman Fertitta is shopping for a billion-dollar deal… https://t.co/Ha9utoqjLo",10/11/2017 0:42,19,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The secret ingredient that adds smoke to your food https://t.co/Sc5pGvATEl https://t.co/YfLPeltVJQ,10/11/2017 0:44,12,9.18E+17,,,en,4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Lira fell after White House backed visa suspensions and Turkish court convicted a WSJ reporter… https://t.co/hTCl0JA4L5,10/11/2017 0:45,12,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Sheryl Sandberg is meeting with the Congressional Black Caucus this week to discuss ads on Facebook… https://t.co/x41dKgD29e,10/11/2017 0:50,24,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
India wants all new cars to be electric by 2030... but getting there will be tough https://t.co/2KZ5jU0Ori https://t.co/klwE40VDMO,10/11/2017 0:51,56,9.18E+17,,,en,45,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Hillary Clinton says she’s “shocked and appalled” by Harvey Weinstein allegations https://t.co/K5MiGaULhk,10/11/2017 0:54,23,9.18E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
British Columbia's opposition to expanding an oil pipeline won't stop it from welcoming LNG exporters… https://t.co/J6mi3ZyGs2,10/11/2017 0:54,7,9.18E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Drivers can get Porsches on demand with a $2,000-a-month subscription https://t.co/WBnYXw3Jn7 https://t.co/PBcOt5ck5Y",10/11/2017 0:55,39,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Fed's Jerome Powell has canceled plans to speak at an event in Boston on Friday https://t.co/UmZw3aPbqI https://t.co/nAGUs3D81s,10/11/2017 0:58,5,9.18E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Should you worry about faulty metals in your car?,10/11/2017 1:04,12,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Apple plans to release Spielberg series as part of a bigger push into TV https://t.co/2jQkxcPQx7 https://t.co/pDPVd7m5Yc,10/11/2017 1:10,35,9.18E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
India's steel capacity is set to double by the end of next decade https://t.co/zFcQIsoU3X https://t.co/72ngtRNf5b,10/11/2017 1:16,25,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"House panel issues subpoenas to the firm that helped produce Trump dossier, sources say https://t.co/I70KTAP2vM https://t.co/K7J5R0lc5n",10/11/2017 1:20,23,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China's debt for equity swap looks more like debt for debt https://t.co/G3jPGND88G https://t.co/bJ6rE2DGMx,10/11/2017 1:22,27,9.18E+17,,,en,36,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Wal-Mart expects U.S. e-commerce sales to surge 40% in the next fiscal year https://t.co/kmEfhA6KW4 https://t.co/PXmCuoomhN,10/11/2017 1:28,27,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Killing Obama's power plan hasn't stopped the renewable boom yet https://t.co/4XF9yLaL01 https://t.co/UyZxBaGxpj,10/11/2017 1:33,61,9.18E+17,,,en,30,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The scandal engulfing Japan spreads as Kobe Steel admits it falsified more data https://t.co/etQN2zm3JJ https://t.co/vZ1T9lqrcQ,10/11/2017 1:36,26,9.18E+17,,,en,39,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The Knicks are teaming up with Squarespace for a sponsorship deal https://t.co/i3HHQXdRKL https://t.co/VzAbQFLrr3,10/11/2017 1:39,7,9.18E+17,,,en,5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Hawaii says Trump’s third travel ban is just the latest outgrowth of his proposed Muslim ban https://t.co/tr5W0Np53l https://t.co/XzDEHxwEIz,10/11/2017 1:45,18,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
UBS CEO Sergio Ermotti says investors need returns as capital issues fade https://t.co/QzOvkwj8Al https://t.co/dn5MFf6dsc,10/11/2017 1:45,12,9.18E+17,,,en,6,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Catalonia's setback may not stop Europe's separatist movements https://t.co/x8ggI7u38K https://t.co/twZextuvSU,10/11/2017 1:51,18,9.18E+17,,,en,26,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
What one man's fate says about Xi Jinping's plans to keep power in China https://t.co/jUOrHgSZ6u https://t.co/BmM5S5KSnx,10/11/2017 1:56,14,9.18E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Ikea Group is open to more acquisitions like TaskRabbit https://t.co/QLJOjG16zj https://t.co/rAPYki8uBm,10/11/2017 2:00,17,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
