Text,Created At,Favorite Count,Id Str,In Reply To Screen Name,In Reply To Status Id Str,Lang,Retweet Count,Source,Is Retweet
Here's how ACA marketplaces are shaping up under Trump's watch https://t.co/LJJrdevqED https://t.co/6zDq064I9A,10/15/2017 18:34,21,9.20E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
OPEC sees 'healthy' oil demand growth to 2022 https://t.co/aURRqlcj5m https://t.co/RMdtDzk3jP,10/15/2017 18:54,24,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Drivers can get Porsches on demand with a $2,000-a-month subscription https://t.co/32rer8CnFj https://t.co/JLf9MZxRKK",10/15/2017 18:57,35,9.20E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China's central bank chief warns companies have taken on too much debt and calls for fiscal reform… https://t.co/H1EIhgn0Kf,10/15/2017 19:01,47,9.20E+17,,,en,60,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This genetics company is editing horns off milk cows https://t.co/79Yswb6btB https://t.co/BZ9vHgqDKz,10/15/2017 19:04,18,9.20E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Can this software discover future soccer stars? https://t.co/f9XahXAGWZ https://t.co/oYOF8EvksW,10/15/2017 19:21,34,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The only Apple Watch Series 3 review you need https://t.co/hN9LlvnRpY https://t.co/kDEJyzIEt2,10/15/2017 19:30,31,9.20E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Trump’s campaign paid his son's Russia-probe law firm $238,000 https://t.co/NbYD1kSf7Q https://t.co/96VuBH0rpR",10/15/2017 19:37,178,9.20E+17,,,en,208,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Bond traders face an inflation gamble that will last a generation https://t.co/hOXfqxFdGJ https://t.co/jpxVrwWcNK,10/15/2017 19:40,30,9.20E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Softbank CEO Masayoshi Son explains how he has raised nearly $100 billion for his Vision Fund… https://t.co/y3XbVj1l9v,10/15/2017 19:46,121,9.20E+17,,,en,84,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
How craft breweries are mimicking mass-market beers https://t.co/FqMlwGASfn https://t.co/P8f5USDsmo,10/15/2017 20:00,15,9.20E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Apple plans to release Spielberg series as part of a bigger push into TV https://t.co/xsEnXKhfpy https://t.co/HXRiewMF51,10/15/2017 20:11,24,9.20E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"JUST IN: Bombardier is exploring options for its aerospace businesses, sources say https://t.co/Gi34C2D6wd https://t.co/8UmvaNKThs",10/15/2017 20:13,26,9.20E+17,,,en,47,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Macron plans to strip Harvey Weinstein of French Medal of Honor https://t.co/ObGQEIUPQ4 https://t.co/yQ0lAvThsh,10/15/2017 20:15,99,9.20E+17,,,en,54,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Goldman has a new way for you to bet on the next banking crisis https://t.co/pzEKihWqp8 https://t.co/FYXXTSD9Ym,10/15/2017 20:19,41,9.20E+17,,,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The godfather of Mexican manufacturing couldn’t care less about Donald Trump https://t.co/QK5TxNNWGQ https://t.co/yfgNTPyOPa,10/15/2017 20:27,45,9.20E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
There are bargains to be had if you're looking for your own private jet https://t.co/p6or3Oozav https://t.co/ovw8Buq4zR,10/15/2017 20:32,19,9.20E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Bombardier's Q400 and CRJ units could be up for sale as company explores strategic options sources say… https://t.co/73KC1SdKko,10/15/2017 20:38,15,9.20E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
These Asian billionaires' companies don't have any women on their boards https://t.co/uzVhSWY5jY https://t.co/77yXBGL0eK,10/15/2017 20:43,29,9.20E+17,,,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Macron plans to strip Harvey Weinstein of French Medal of Honor https://t.co/GuWlFgAZP4 https://t.co/g8fQ0le6Kb,10/15/2017 20:48,142,9.20E+17,,,en,72,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
How a Silicon Valley striver became the alt-right's tech hero https://t.co/o0FWJkOzKm https://t.co/Q60EOhdLgj,10/15/2017 20:53,12,9.20E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Trump's campaign paid his son's Russia-probe law firm $238,000 https://t.co/JF0lfDMSSt https://t.co/ohES60Bova",10/15/2017 20:59,43,9.20E+17,,,en,64,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Google's scattered, ambiguous, frequently abandoned robotic endeavors hurt the whole field https://t.co/vMj0sFEj87 https://t.co/ErrLs8kjy0",10/15/2017 21:03,53,9.20E+17,,,en,47,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Macron denies he's president of the rich in 1st TV interview https://t.co/KRqVbuBDXc https://t.co/MawMtTOGb1,10/15/2017 21:11,24,9.20E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Who will be the next person to run the Fed? Kevin Warsh has leapt ahead among economists https://t.co/rGU6G3SCxM https://t.co/dDtp0epptT,10/15/2017 21:27,17,9.20E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"This country has plenty of jobs, so where are all the workers? https://t.co/U7QhRGC60Y https://t.co/RNwvBzFTLX",10/15/2017 21:35,42,9.20E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
What finance chiefs are saying about the global economy https://t.co/hy610aFQFt https://t.co/fIUFHzvNOp,10/15/2017 21:39,71,9.20E+17,,,en,74,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Some ECB members have identified a QE limit of just over $3 trillion under the current rules, sources say… https://t.co/Chc89xfwIf",10/15/2017 21:56,21,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This Japanese Internet maverick wants you to pay $180 for a steak https://t.co/ugjCyUotui https://t.co/yeAz5jv580,10/15/2017 22:00,25,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Indonesia's trillion-dollar economy will be a bittersweet triumph https://t.co/mKXfqbrgxC https://t.co/qzWlLZhbnR,10/15/2017 22:04,110,9.20E+17,,,en,79,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"In China, trading begins on WeChat https://t.co/99XqhrjV7x https://t.co/EdK9ncFgHg",10/15/2017 22:08,39,9.20E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's what's at stake in Japan's snap election https://t.co/zYpmNiZYgL https://t.co/DJIPEMoySd,10/15/2017 22:12,19,9.20E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's why multinationals think Xi Jinping may be a threat to foreign businesses in China https://t.co/o8silwcg6a https://t.co/JJ6uF1QfMq,10/15/2017 22:16,20,9.20E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Americans only watch World Cup soccer when Americans are playing https://t.co/65EAbhNdoO https://t.co/Renkdb8CNQ,10/15/2017 22:33,45,9.20E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The latest trend in skiing is renting out the entire mountain https://t.co/Vocp1pHe67 https://t.co/VdM4al9R8C,10/15/2017 22:37,35,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Singapore home-sharing is quietly growing despite rules on short-term rental https://t.co/WADR9UhC6B https://t.co/kcsmibUFYx,10/15/2017 22:40,12,9.20E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
It's decision time for Catalonia https://t.co/GHkD6JxGVE https://t.co/8zQwLMYZtq,10/15/2017 22:44,51,9.20E+17,,,en,37,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Messy politics could drag down South Africa for years https://t.co/pWnBvWZYej https://t.co/BnOWm1VSF4,10/15/2017 22:48,17,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This is where people are buying bitcoin all over the world https://t.co/mxECUFFEqi https://t.co/WNWKCQlLfh,10/15/2017 22:57,61,9.20E+17,,,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Masayoshi Son on his early but unsuccessful efforts to come to terms with Jeff Bezos for an investment in Amazon… https://t.co/IOl7jCAWLT,10/15/2017 23:00,27,9.20E+17,,,en,15,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Trump wants to kill an important trade deal with South Korea. Here's what to do instead https://t.co/0ppxh0RMgM via… https://t.co/YQ5mKAXIgd,10/15/2017 23:10,25,9.20E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This gritty Japanese city is Asia's new tourist hotspot https://t.co/0PepddRMiq https://t.co/3J51hsFpWY,10/15/2017 23:17,34,9.20E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"If you're concerned about food waste, have one of these beers https://t.co/pP4X34nfuq https://t.co/TwvAbWCWPI",10/15/2017 23:21,22,9.20E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
India wants all new cars to be electric by 2030... but getting there will be tough https://t.co/ciFMhBbuQ9 https://t.co/Xu7IaHIZYE,10/15/2017 23:38,60,9.20E+17,,,en,50,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Investors, watch closely: China's impact on global markets is about to get much bigger https://t.co/NruqCuC9zD https://t.co/2QrkaJcmrf",10/15/2017 23:57,42,9.20E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Philippine dictator Ferdinand Marcos's son has his eye on the presidency https://t.co/Tr26ipmEpB https://t.co/aTM34rxYcz,10/16/2017 0:10,18,9.20E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"In China, trading begins on WeChat https://t.co/ZfqiQBpXYE https://t.co/ZblV1qMZ3N",10/16/2017 0:15,25,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Yellen leads the world's central bankers in betting inflation will accelerate soon https://t.co/AFuiClH9GH https://t.co/QSoVWevUuJ,10/16/2017 0:19,30,9.20E+17,,,en,25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's what global finance chiefs are saying about the economy https://t.co/2lIrZYZ4Lf https://t.co/NKbREwyIat,10/16/2017 0:24,29,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Thousands are fleeing Venezuela by two-lane border bridge https://t.co/g33hHtQbxo https://t.co/SwBOpIZkBN,10/16/2017 0:28,33,9.20E+17,,,en,51,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Merlot is finally making a comeback https://t.co/hG6cBfgvP4 https://t.co/tn6szg6Zzg,10/16/2017 0:32,49,9.20E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Rex Tillerson pledges diplomacy with North Korea 'until the first bomb drops' https://t.co/BBMzT9or1M https://t.co/GAKetmynA7,10/16/2017 0:37,57,9.20E+17,,,en,48,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Blue sky in Beijing is raising the price of high-quality iron ore in Brazil https://t.co/Wo6KGdAKxB via @gadfly https://t.co/Q62Ra9YAWQ,10/16/2017 0:42,40,9.20E+17,,,en,29,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
One of Hong Kong's tallest towers has reportedly been sold for a record $5.15 billion https://t.co/cLoNiB65Bg https://t.co/EhwUD8NHDu,10/16/2017 0:45,48,9.20E+17,,,en,45,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China's central bank chief warns companies have taken on too much debt and calls for fiscal reform… https://t.co/hztRZrGimg,10/16/2017 0:59,24,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
#NAME?,10/16/2017 1:08,28,9.20E+17,,,en,25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"There are signs North Korea may test another missile as U.S., South Korea begin joint drill https://t.co/K7VQx9a2QW https://t.co/0jQ9qThaa2",10/16/2017 1:17,52,9.20E+17,,,en,55,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Indonesia's trillion-dollar economy will be a bittersweet triumph https://t.co/uqXVHNUKWT https://t.co/BDLcyXBG9K,10/16/2017 1:22,26,9.20E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Oil extends gains on reports that Iraq sent forces to Kirkuk hub https://t.co/8EAxktMVgv https://t.co/iCRqFDTcW3,10/16/2017 1:27,22,9.20E+17,,,en,31,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @BloombergAsia: JUST IN: China's September consumer prices rise 1.6% on year https://t.co/s9GtnH09zE https://t.co/CROwBkcpzP,10/16/2017 1:35,0,9.20E+17,,,en,30,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
How China's great firewall shields 731 million web users from Google and Winnie the Pooh https://t.co/XncHwgq0Xl https://t.co/covh0Z1aIl,10/16/2017 1:40,38,9.20E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China factory prices jump as demand remains resilient and government reduces capacity https://t.co/YGPlo5B7gE https://t.co/uG28fhFUJ7,10/16/2017 2:07,23,9.20E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
London house prices are falling at their fastest pace since the financial crisis https://t.co/a4JbiWgFuv https://t.co/IVIUIH6hRd,10/16/2017 2:11,72,9.20E+17,,,en,61,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Indians pouring record amounts into a stock-market rally risk getting burned https://t.co/feOdFSNRoJ https://t.co/xU2bM4KnBU,10/16/2017 2:15,11,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China's dairy giants have overcome a poisoning scandal to become blue-chip stocks https://t.co/N1N0HNJ6iq https://t.co/dSdQ2PAXsO,10/16/2017 2:20,23,9.20E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Southeast Asia’s worst stock market could be revived by government spending https://t.co/uHFEoltk4V https://t.co/BTjCEBAQHQ,10/16/2017 2:24,10,9.20E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"RT @BBGVisualData: China’s footprint in portfolios of equities, bonds and currencies is ludicrously small—for now https://t.co/2bGxOV0wnp h…",10/16/2017 3:02,0,9.20E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
Sagging growth is complicating India's bad-debt clean-up efforts https://t.co/NEYHIeyUHn https://t.co/nc8Hx223Ph,10/16/2017 3:15,11,9.20E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Hundreds of thousands of businesses are under threat from China's pollution crackdown https://t.co/nfI75PY2Kz https://t.co/ddspaY1LO5,10/16/2017 3:32,41,9.20E+17,,,en,37,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
How one trader won big while everyone else panicked on Black Monday https://t.co/ftJkmf2gnw https://t.co/PCcbUrDuYZ,10/16/2017 3:37,69,9.20E+17,,,en,36,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @BV: More than 1 in 5 children in the world are stunted from not having enough nutritious food https://t.co/EXkuUreyOp https://t.co/g1aR…,10/16/2017 3:45,0,9.20E+17,,,en,42,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
"The clock is ticking for Catalonia, and Madrid is poised to seize control https://t.co/qDYskph3FG https://t.co/iXCoxxVml9",10/16/2017 3:50,26,9.20E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @gadfly: Just 17 of Toyota's cars account for more than 90% of its sales in Japan https://t.co/os8UDhdqAB https://t.co/e9Ckw5EvdS,10/16/2017 3:54,0,9.20E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
Private equity firms are the big winner from India's IPO boom this year https://t.co/5BcCA23sYu https://t.co/uji1dOKlvX,10/16/2017 3:58,15,9.20E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Inside Apple and Qualcomm’s billion-dollar war over an $18 part https://t.co/kxJ3ldTDdB https://t.co/dy4izXAVNR,10/16/2017 4:04,35,9.20E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Trump’s campaign paid his son's Russia-probe law firm $238,000 https://t.co/0dSaTQ4uaI https://t.co/MzWmaKQmg3",10/16/2017 4:10,51,9.20E+17,,,en,59,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Saudi Arabia has embarked on another great makeover. This time it can't afford to fail https://t.co/WixtyVVPio https://t.co/mOV9bMv0yM,10/16/2017 4:15,53,9.20E+17,,,en,34,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Qualcomm has filed lawsuits to stop the manufacture and sale of iPhones in China https://t.co/flAhDM8gwX https://t.co/4jZEVkhGVj,10/16/2017 4:16,42,9.20E+17,,,en,68,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Oil extends gains as Iraq moves to take Kirkuk fields from Kurdish forces https://t.co/3WKgRbIPXW https://t.co/vOgSSAtiIu,10/16/2017 4:18,21,9.20E+17,,,en,37,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Gold gets its sparkle back in time for India's Diwali festical https://t.co/DdAOsbFFgU https://t.co/WHUI2McfDR,10/16/2017 4:23,30,9.20E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Unrest and crackdowns are jeopardizing East African democracy https://t.co/EpPFeCxqhr https://t.co/b8ZkPIpFPE,10/16/2017 4:26,39,9.20E+17,,,en,41,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Messy politics could drag down South Africa for years https://t.co/JWM2x3mbtv https://t.co/JzT8B98zbf,10/16/2017 4:31,21,9.20E+17,,,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Mark Carney is heading into a crucial week in the countdown to a possible BOE rate hike https://t.co/f1Acr7j6yb https://t.co/QZSBTsEiSE,10/16/2017 4:37,11,9.20E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"""Marshall"" biopic kicks off Hollywood's awards-bait season at the box office https://t.co/1rZFAO3Dtm https://t.co/8LchDFpoPE",10/16/2017 4:42,15,9.20E+17,,,en,5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"RT @bpolitics: Europe could see another Brexit-like rupture, and it's not Spain https://t.co/cgbyhswtjm https://t.co/qqohrESVj5",10/16/2017 4:48,0,9.20E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
"Abe's LDP heads to its best Japan election result since 1986, a poll shows https://t.co/KT5bOpmNrc https://t.co/U6nL7x3W7p",10/16/2017 4:54,40,9.20E+17,,,en,28,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"The Fed's Rosengren sees Fed chair candidate Taylor as ""flexible"" in applying rules https://t.co/ll1XsIDrgJ https://t.co/OW4vNthEBD",10/16/2017 5:00,8,9.20E+17,,,en,6,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
How to make a buck writing novels (Tip: use Spanish) https://t.co/bzWgwOPKwI https://t.co/GXpQH372IZ,10/16/2017 5:06,30,9.20E+17,,,en,28,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The two last surviving Islamic State-linked leaders of a deadly Philippines siege have been killed… https://t.co/yHiQOpxBgi,10/16/2017 5:07,61,9.20E+17,,,en,35,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's what's at stake in Japan's snap election https://t.co/eAPIoWmvvg https://t.co/QpDIyiq1T8,10/16/2017 5:11,20,9.20E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Where will the gold trade go if London loses its grip? https://t.co/cfX8si65ZO https://t.co/sY9S0mOpGK,10/16/2017 5:17,40,9.20E+17,,,en,33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A busy IPO season beckons in Cario as reforms bear fruit https://t.co/5JZSrCjsVO https://t.co/SuEssRS63d,10/16/2017 5:23,15,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's what Ireland's border means for a post-Brexit world https://t.co/SMXLn6PEMy https://t.co/fzZX969zKY,10/16/2017 5:29,16,9.20E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Banning animal testing in China can't come too soon for foreign cosmetics brands https://t.co/pzlghYOagc https://t.co/m6x5BU8wtp,10/16/2017 5:35,30,9.20E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The Greek recovery is missing one key ingredient https://t.co/0O30yW1mvT https://t.co/nYeaADaFug,10/16/2017 5:40,24,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This Japanese Internet maverick wants you to pay $180 for a steak https://t.co/ZpFIN2HKEk https://t.co/jCmfGrf3Wq,10/16/2017 5:46,29,9.20E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Singapore's home sales fell in September as Chinese buyers stayed put https://t.co/SpSDSueu5f https://t.co/2VJm1FjbX2,10/16/2017 5:52,21,9.20E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The risk of a a no-deal Brexit is playing on currency investors’ minds https://t.co/2m25VQxNE0 https://t.co/f66lDYyMDz,10/16/2017 5:58,14,9.20E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
It's decision time for Catalonia with Madrid poised to take control https://t.co/nJP1mMk4CI https://t.co/ClWRPttdih,10/16/2017 6:01,16,9.20E+17,,,en,26,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Hong Kong's office property prices keep going up https://t.co/UkvVAYm4Y4 via @gadfly https://t.co/Oy43xBCBEo,10/16/2017 6:04,17,9.20E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @Brexit: Theresa May heads to Brussels to intervene in the deadlocked Brexit talks https://t.co/gZ03dCsYSH https://t.co/YhRPAxEy4M,10/16/2017 6:09,0,9.20E+17,,,en,25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
#NAME?,10/16/2017 6:13,44,9.20E+17,,,en,41,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Voters pave the way for Austria's nationalist Freedom Party to enter government https://t.co/TJexp8mwgV https://t.co/xImhIpMH5I,10/16/2017 6:18,12,9.20E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"JUST IN: Catalonia's president defends claim to independence, defying Spain's PM https://t.co/561L60Gqdp https://t.co/YxbLDqF8mB",10/16/2017 6:23,70,9.20E+17,,,en,120,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Catalonia's president calls for more talks, in letter to Spain's PM https://t.co/z3MLEhb1ga",10/16/2017 6:30,315,9.20E+17,,,en,412,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Scrapping the duty on Hong Kong stock trades makes perfect sense https://t.co/V0jNSB5DB8 via @gadfly https://t.co/Aj3e9OmHmF,10/16/2017 6:39,8,9.20E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Ex-HSBC trader starts his London court battle against extradition to the U.S. https://t.co/0991sdYsk3 https://t.co/Mkb3Ged9Zs,10/16/2017 6:44,16,9.20E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Paris is becoming one big monument to two of Europe's richest men https://t.co/KIfjxxcpf7 https://t.co/RkS2Wkndqy,10/16/2017 6:47,26,9.20E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Catalonia's president fails to give the clear ""yes or no"" on independence demanded by Spain https://t.co/z3MLEhb1ga https://t.co/PCDry86T04",10/16/2017 6:48,80,9.20E+17,,,en,105,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Chinese search engine Sogou must prioritize search for profit ahead of any IPO https://t.co/L7TrpKEHyK via @gadfly https://t.co/9wE4LY9EsR,10/16/2017 6:53,14,9.20E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Iraq says advancing forces have captured an oil refinery and a gas plant in Kirkuk https://t.co/bqcO0KCuTa https://t.co/R2fsf5NhIo,10/16/2017 6:56,15,9.20E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This is where people are buying bitcoin all over the world https://t.co/2LneDofuJg https://t.co/X8cZak1Zbg,10/16/2017 7:01,30,9.20E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
No nation has ever pulled off the transition Saudi Arabia is attempting,10/16/2017 7:04,86,9.20E+17,,,en,55,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Janet Yellen says her ""best guess"" is that U.S. inflation will accelerate soon https://t.co/AFuiClpyi7 https://t.co/H6iDj2cR7Y",10/16/2017 7:07,39,9.20E+17,,,en,40,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
